Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,48.406250,49.375000,48.000000,48.937500,31.750277,1021200
2000-01-03,48.031250,48.250000,47.031250,47.187500,30.614885,2173400
2000-01-04,46.437500,47.406250,45.312500,45.312500,29.398392,2713800
2000-01-05,45.562500,48.125000,45.562500,46.625000,30.249941,3699400
2000-01-06,47.156250,51.250000,47.156250,50.375000,32.682892,5975800
2000-01-07,50.562500,51.906250,49.968750,51.375000,33.331699,4101200
2000-01-10,50.218750,51.750000,50.000000,51.125000,33.169502,3863800
2000-01-11,50.375000,51.250000,50.250000,50.250000,32.601810,2357600
2000-01-12,50.968750,51.812500,50.375000,50.375000,32.682892,2868400
2000-01-13,50.656250,50.937500,50.187500,50.375000,32.682892,2244400
2000-01-14,50.375000,50.468750,49.468750,49.656250,32.216591,2541800
2000-01-18,48.625000,49.625000,48.562500,48.562500,31.506969,2114800
2000-01-19,48.875000,49.968750,48.875000,49.406250,32.054379,2628200
2000-01-20,49.531250,49.687500,47.250000,47.562500,30.858177,3104600
2000-01-21,47.625000,48.281250,47.281250,47.468750,30.797356,4491800
2000-01-24,47.906250,47.906250,45.812500,46.375000,30.087738,2971000
2000-01-25,47.437500,47.437500,45.125000,45.687500,29.641685,3691200
2000-01-26,47.937500,48.750000,47.656250,48.156250,31.243397,7020800
2000-01-27,48.593750,49.156250,48.031250,48.125000,31.223120,2914800
2000-01-28,47.875000,47.906250,46.125000,46.125000,29.925550,3747400
2000-01-31,46.125000,48.687500,46.031250,46.812500,30.371593,3282800
2000-02-01,47.187500,48.093750,46.875000,47.062500,30.533779,2642200
2000-02-02,46.593750,47.000000,46.000000,46.250000,30.006636,2924200
2000-02-03,45.968750,46.062500,45.000000,45.843750,29.743073,3520600
2000-02-04,45.968750,46.218750,44.531250,44.531250,28.891521,3293400
2000-02-07,44.625000,44.687500,43.312500,43.812500,28.425207,3935400
2000-02-08,43.812500,45.093750,43.718750,43.843750,28.445486,2884000
2000-02-09,44.312500,44.500000,43.750000,43.812500,28.425207,2600400
2000-02-10,43.625000,43.625000,42.656250,43.000000,27.898066,4020000
2000-02-11,42.687500,43.250000,40.656250,41.468750,26.904608,4491600
2000-02-14,41.625000,42.375000,41.187500,41.437500,26.884340,3356400
2000-02-15,41.875000,45.281250,41.750000,44.562500,28.911812,3736000
2000-02-16,44.187500,45.187500,43.781250,44.156250,28.648232,2581800
2000-02-17,44.500000,45.937500,44.468750,44.812500,29.074003,3405400
2000-02-18,44.937500,45.343750,43.187500,43.781250,28.404936,2864200
2000-02-22,43.875000,45.218750,43.250000,45.062500,29.236195,2884600
2000-02-23,45.687500,46.968750,45.406250,46.156250,30.139776,4460800
2000-02-24,45.937500,46.062500,44.781250,45.500000,29.711260,3800200
2000-02-25,44.062500,44.656250,42.593750,42.875000,27.997141,3627200
2000-02-28,43.468750,44.437500,42.500000,43.218750,28.221603,3076600
2000-02-29,42.656250,44.593750,42.312500,44.093750,28.792969,2765400
2000-03-01,43.593750,43.875000,42.531250,43.062500,28.119574,2891600
2000-03-02,43.062500,43.875000,42.843750,43.031250,28.099171,2186000
2000-03-03,43.875000,47.312500,43.750000,44.750000,29.221508,4581000
2000-03-06,44.656250,45.625000,43.625000,43.625000,28.486889,2052600
2000-03-07,44.125000,44.437500,41.000000,41.375000,27.017653,5195600
2000-03-08,41.437500,42.125000,40.500000,41.281250,26.956438,4693200
2000-03-09,40.406250,40.968750,40.250000,40.468750,26.425879,3258200
2000-03-10,40.312500,41.343750,40.187500,40.750000,26.609535,5751600
2000-03-13,39.500000,40.250000,39.375000,39.500000,25.793289,3787800
2000-03-14,39.593750,40.000000,39.281250,39.562500,25.834093,3156600
2000-03-15,39.093750,41.875000,39.093750,41.250000,26.936028,4240000
2000-03-16,42.375000,44.625000,41.968750,44.031250,28.752171,4804800
2000-03-17,43.468750,44.593750,42.937500,42.937500,28.037954,4068200
2000-03-20,42.968750,43.906250,42.687500,43.500000,28.405260,2727600
2000-03-21,43.406250,45.750000,43.281250,45.218750,29.527597,3827600
2000-03-22,44.500000,44.687500,42.500000,43.000000,28.078760,4404800
2000-03-23,42.375000,43.625000,42.375000,43.500000,28.405260,4972000
2000-03-24,45.000000,46.625000,44.843750,45.437500,29.670441,5925000
2000-03-27,45.468750,45.968750,44.062500,44.312500,28.935827,3254200
2000-03-28,44.000000,45.281250,43.812500,44.437500,29.017445,2448000
2000-03-29,44.500000,44.500000,43.687500,43.812500,28.609316,3280800
2000-03-30,44.031250,45.875000,43.812500,44.500000,29.058239,3155800
2000-03-31,45.187500,46.000000,44.281250,44.281250,28.915421,2459200
2000-04-03,44.687500,46.187500,44.625000,45.937500,29.996941,2871400
2000-04-04,46.000000,47.781250,44.750000,46.468750,30.343843,4841000
2000-04-05,46.437500,47.406250,45.531250,45.562500,29.752062,2875800
2000-04-06,45.656250,47.437500,45.656250,46.687500,30.486687,1756400
2000-04-07,46.812500,47.562500,45.812500,45.812500,29.915316,2501200
2000-04-10,45.937500,47.437500,45.875000,46.375000,30.282619,2110600
2000-04-11,46.375000,48.531250,46.375000,47.718750,31.160082,2952200
2000-04-12,48.656250,49.156250,47.312500,47.312500,30.894796,2454600
2000-04-13,47.312500,48.187500,45.875000,47.375000,30.935612,4152200
2000-04-14,47.031250,47.156250,44.156250,45.406250,29.650034,6141600
2000-04-17,44.593750,45.281250,44.031250,44.937500,29.343948,2893600
2000-04-18,45.062500,45.062500,44.000000,44.937500,29.343948,2419200
2000-04-19,44.812500,45.937500,44.562500,45.218750,29.527597,1665200
2000-04-20,45.218750,46.156250,45.000000,46.125000,30.119375,1983800
2000-04-24,45.625000,48.812500,45.625000,48.687500,31.792665,3558200
2000-04-25,48.062500,48.156250,44.250000,46.906250,30.629526,9044200
2000-04-26,46.750000,46.750000,43.687500,44.468750,29.037846,6956600
2000-04-27,44.250000,44.937500,42.656250,43.718750,28.548094,4835200
2000-04-28,43.718750,43.781250,43.000000,43.312500,28.282822,2947000
2000-05-01,43.343750,44.281250,42.531250,43.468750,28.384850,3476400
2000-05-02,43.000000,43.781250,42.812500,43.468750,28.384850,2459200
2000-05-03,43.468750,44.125000,42.656250,42.906250,28.017557,2445200
2000-05-04,43.093750,43.843750,42.375000,42.718750,27.895113,2766200
2000-05-05,42.593750,43.625000,42.406250,43.343750,28.303228,2376400
2000-05-08,43.875000,43.875000,42.750000,43.656250,28.507292,1760000
2000-05-09,43.500000,43.937500,42.750000,43.000000,28.078760,1949200
2000-05-10,43.125000,43.250000,42.406250,42.968750,28.058350,1998400
2000-05-11,43.156250,43.437500,42.781250,42.968750,28.058350,2347400
2000-05-12,42.625000,43.000000,42.250000,42.437500,27.711460,1838400
2000-05-15,42.687500,43.468750,42.656250,42.968750,28.058350,2635000
2000-05-16,43.093750,45.656250,42.781250,45.031250,29.405153,4051400
