Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,23.000000,23.718750,22.843750,23.531250,14.494903,1525600
2000-01-03,23.843750,24.500000,23.843750,24.312500,14.976139,5055000
2000-01-04,24.312500,24.875000,24.000000,24.000000,14.783648,6181400
2000-01-05,24.000000,25.093750,24.000000,24.562500,15.130128,6398600
2000-01-06,25.281250,26.125000,25.281250,25.812500,15.900112,5140600
2000-01-07,26.375000,27.562500,26.375000,26.656250,16.419855,6360200
2000-01-10,26.656250,27.281250,25.750000,25.781250,15.880863,3682200
2000-01-11,25.781250,26.593750,25.375000,25.375000,15.630617,3945600
2000-01-12,25.562500,26.156250,25.562500,25.812500,15.900112,3401000
2000-01-13,26.031250,26.687500,26.031250,26.093750,16.073355,3129400
2000-01-14,26.093750,26.437500,25.937500,25.968750,15.996363,3044400
2000-01-18,25.875000,25.875000,24.937500,24.968750,15.477230,4054200
2000-01-19,24.968750,25.343750,24.656250,24.656250,15.283522,3424600
2000-01-20,24.656250,24.968750,23.531250,23.562500,14.605546,4279200
2000-01-21,23.562500,23.968750,22.812500,23.687500,14.683025,5000000
2000-01-24,23.625000,23.625000,22.531250,22.656250,14.043791,5385600
2000-01-25,22.500000,22.500000,21.281250,21.812500,13.520783,6084200
2000-01-26,21.812500,22.843750,21.687500,22.468750,13.927564,4188200
2000-01-27,22.468750,22.781250,22.000000,22.281250,13.811340,3340800
2000-01-28,22.281250,22.593750,21.750000,21.750000,13.482043,4851600
2000-01-31,21.750000,21.968750,21.218750,21.218750,13.152733,3677000
2000-02-01,21.375000,22.031250,21.375000,21.593750,13.385185,2930200
2000-02-02,21.593750,22.375000,21.437500,21.718750,13.462667,2933600
2000-02-03,21.625000,21.625000,21.062500,21.156250,13.113997,4343400
2000-02-04,21.156250,21.406250,20.625000,21.156250,13.113997,4122000
2000-02-07,20.906250,20.906250,20.375000,20.625000,12.784695,4089800
2000-02-08,20.625000,20.750000,20.000000,20.500000,12.707214,5848400
2000-02-09,20.500000,20.593750,19.562500,19.562500,12.126088,5934800
2000-02-10,19.562500,19.781250,18.812500,19.031250,11.796783,5807400
2000-02-11,18.937500,18.937500,17.437500,18.000000,11.157552,11944800
2000-02-14,18.125000,19.468750,18.125000,19.312500,11.971121,6787800
2000-02-15,19.312500,20.375000,19.312500,20.000000,12.397276,6048200
2000-02-16,20.000000,20.312500,19.406250,19.593750,12.145452,3881400
2000-02-17,19.562500,19.562500,18.843750,19.343750,11.990497,3824200
2000-02-18,19.187500,19.187500,18.687500,18.843750,11.680562,3017800
2000-02-22,18.843750,19.437500,18.750000,19.156250,11.874272,4028800
2000-02-23,19.156250,19.343750,18.593750,18.906250,11.719302,4894400
2000-02-24,18.906250,18.937500,18.125000,18.125000,11.235035,4488200
2000-02-25,18.125000,18.750000,17.937500,18.000000,11.157552,4139800
2000-02-28,18.000000,18.312500,17.687500,17.781250,11.021954,3319200
2000-02-29,17.781250,18.218750,17.500000,17.531250,10.866988,4805800
2000-03-01,17.531250,17.906250,17.437500,17.437500,10.808879,4841600
2000-03-02,17.437500,17.500000,17.093750,17.218750,10.673279,3956000
2000-03-03,17.250000,18.656250,17.250000,18.187500,11.273769,4805800
2000-03-06,18.218750,19.000000,18.218750,18.343750,11.370625,5260400
2000-03-07,18.250000,18.250000,16.750000,16.906250,10.479577,8780800
